"","nrk","gmina","teryt","siedziba","nawrocki","trzaskowski","lwkwk","l.wyborcow.upr","lkw","lz","frek1","lgnw","lgnw.x","lgnw.no.x","nawrocki.p","trzaskowski.p","tnr1","lgw","lwkwk2","l.wyborcow.upr2","lkw2","lz2","frek2","lgnw2","lgnw.x.2","lgnw.no.x2","nawrocki2","tnr2","trzaskowski2","nawrocki.p2","trzaskowski.p2","lgw2","rodzaj","country","latitude","longitude"
"163","226101.163","m. Gdańsk","226101","Chłopska 64, 80-350 Gdańsk, Polska",218,580,1322,1865,1316,79,0.705630026809651,4,0,4,16.6158536585366,44.2073170731707,0.726817042606516,1312,1517,1993,1517,132,0.76116407425991,15,8,7,472,0.685752330226365,1030,31.4247669773635,68.5752330226365,1502,"miejska","Poland",54.4180476,18.5866694
"164","226101.164","m. Gdańsk","226101","Orłowska 13, 80-347 Gdańsk, Polska",456,999,2285,3163,2268,78,0.71704078406576,3,0,3,20.1324503311258,44.1059602649007,0.68659793814433,2265,2523,3316,2519,136,0.759650180940893,22,16,6,754,0.698037645174209,1743,30.1962354825791,69.8037645174209,2497,"miejska","Poland",54.4241324,18.584697
"165","226101.165","m. Gdańsk","226101","Subisława 22, 80-354 Gdańsk, Polska",268,552,1268,1636,1268,24,0.775061124694376,5,1,4,21.2193190815519,43.7054631828979,0.673170731707317,1263,1327,1643,1327,34,0.807668898356665,17,7,10,426,0.674809160305344,884,32.5190839694656,67.4809160305344,1310,"miejska","Poland",54.4193796,18.5731887
"166","226101.166","m. Gdańsk","226101","Subisława 22, 80-354 Gdańsk, Polska",237,602,1241,1632,1240,27,0.759803921568627,5,3,2,19.1902834008097,48.7449392712551,0.717520858164482,1235,1301,1650,1301,31,0.788484848484848,13,6,7,368,0.714285714285714,920,28.5714285714286,71.4285714285714,1288,"miejska","Poland",54.4193796,18.5731887
"167","226101.167","m. Gdańsk","226101","Szyprów 3, 80-335 Gdańsk, Polska",252,628,1357,1743,1354,23,0.776821572002295,5,2,3,18.6805040770941,46.5530022238695,0.713636363636364,1349,1430,1762,1432,32,0.812712826333712,18,9,9,427,0.698019801980198,987,30.1980198019802,69.8019801980198,1414,"miejska","Poland",54.4221729,18.5758438
"168","226101.168","m. Gdańsk","226101","Szyprów 3, 80-335 Gdańsk, Polska",267,577,1275,1640,1275,22,0.777439024390244,6,2,4,21.0401891252955,45.4688731284476,0.683649289099526,1269,1322,1630,1321,33,0.810429447852761,13,7,6,416,0.681957186544342,892,31.8042813455657,68.1957186544342,1308,"miejska","Poland",54.4221729,18.5758438
"169","226101.169","m. Gdańsk","226101","Józefa Czyżewskiego 31, 80-336 Gdańsk, Polska",213,444,1094,1490,1096,24,0.735570469798658,6,2,4,19.5412844036697,40.7339449541284,0.675799086757991,1090,1156,1499,1161,29,0.774516344229486,21,14,7,368,0.67719298245614,772,32.280701754386,67.719298245614,1140,"miejska","Poland",54.42156,18.5606087
"170","226101.170","m. Gdańsk","226101","Józefa Czyżewskiego 12, 80-336 Gdańsk, Polska",194,598,1299,1731,1299,15,0.750433275563258,4,1,3,14.980694980695,46.1776061776062,0.755050505050505,1295,1400,1767,1401,27,0.792869269949066,16,8,8,387,0.72057761732852,998,27.942238267148,72.057761732852,1385,"miejska","Poland",54.415884,18.5555771
"171","226101.171","m. Gdańsk","226101","Nadwodna 3, 80-336 Gdańsk, Polska",245,449,1258,1733,1261,33,0.727639930755915,14,5,9,19.6471531676022,36.0064153969527,0.646974063400576,1247,1320,1761,1328,48,0.754116978989211,24,9,15,432,0.668711656441718,872,33.1288343558282,66.8711656441718,1304,"miejska","Poland",54.4218454,18.5621749
"172","226101.172","m. Gdańsk","226101","Opacka 7, 80-330 Gdańsk, Polska",191,684,1466,1902,1472,41,0.773922187171398,10,4,6,13.0642954856361,46.7852257181943,0.781714285714286,1462,1576,1969,1583,122,0.803961401726765,20,12,8,403,0.742162507997441,1160,25.7837492002559,74.2162507997441,1563,"miejska","Poland",54.4118321,18.5557975
"173","226101.173","m. Gdańsk","226101","Cystersów 13, 80-330 Gdańsk, Polska",148,365,826,1211,826,35,0.682080924855491,2,0,2,17.9611650485437,44.2961165048544,0.711500974658869,824,901,1229,901,49,0.733116354759968,11,6,5,282,0.68314606741573,608,31.685393258427,68.314606741573,890,"miejska","Poland",54.4096417,18.557269
"174","226101.174","m. Gdańsk","226101","Polanki 130, 80-322 Gdańsk, Polska",173,435,983,1284,986,34,0.76791277258567,10,3,7,17.7254098360656,44.5696721311475,0.715460526315789,976,1014,1302,1015,43,0.779569892473118,10,3,7,304,0.697512437810945,701,30.2487562189055,69.7512437810945,1005,"miejska","Poland",54.4067411,18.5586575
"175","226101.175","m. Gdańsk","226101","Stanisława Wąsowicza 30, 80-318 Gdańsk, Polska",214,539,1142,1538,1145,27,0.744473342002601,3,2,1,18.739054290718,47.1978984238179,0.715803452855246,1142,1196,1534,1200,38,0.782268578878748,15,9,6,333,0.718987341772152,852,28.1012658227848,71.8987341772152,1185,"miejska","Poland",54.4042477,18.5674862
"176","226101.176","m. Gdańsk","226101","Wita Stwosza 23, 80-312 Gdańsk, Polska",122,432,888,1143,890,23,0.778652668416448,5,1,4,13.7853107344633,48.8135593220339,0.779783393501805,885,934,1168,936,33,0.801369863013699,10,4,6,210,0.773218142548596,716,22.6781857451404,77.3218142548596,926,"miejska","Poland",54.404218,18.5650301
"177","226101.177","m. Gdańsk","226101","Jana Bażyńskiego 6, 80-309 Gdańsk, Polska",75,189,462,617,463,42,0.750405186385737,1,0,1,16.2337662337662,40.9090909090909,0.715909090909091,462,504,649,504,38,0.776579352850539,8,3,5,130,0.737903225806452,366,26.2096774193548,73.7903225806452,496,"miejska","Poland",54.3986287,18.5722473
"178","226101.178","m. Gdańsk","226101","VII Dwór 7, 80-301 Gdańsk, Polska",371,995,2317,2918,2319,56,0.794722412611378,12,3,9,16.0814911140009,43.1296055483312,0.728404099560761,2307,2399,2937,2399,68,0.816819884235615,28,9,19,644,0.728384647827921,1727,27.1615352172079,72.8384647827921,2371,"miejska","Poland",54.3877476,18.5746301
"179","226101.179","m. Gdańsk","226101","prof. Michała Siedleckiego 14, 80-299 Gdańsk, Polska",335,1010,2092,2531,2092,23,0.826550770446464,5,2,3,16.0517489218975,48.3948251078102,0.75092936802974,2087,2131,2510,2132,34,0.849402390438247,33,17,16,582,0.722725107193902,1517,27.7274892806098,72.2725107193902,2099,"miejska","Poland",54.4305312,18.4683944
"180","226101.180","m. Gdańsk","226101","prof. Michała Siedleckiego 14, 80-299 Gdańsk, Polska",249,924,1816,2293,1817,34,0.792411687745312,8,1,7,13.7645107794362,51.077943615257,0.78772378516624,1809,1869,2281,1870,45,0.819815870232354,14,7,7,506,0.727370689655172,1350,27.2629310344828,72.7370689655172,1856,"miejska","Poland",54.4305312,18.4683944
"181","226101.181","m. Gdańsk","226101","prof. Michała Siedleckiego 14, 80-299 Gdańsk, Polska",316,1077,2092,2572,2093,22,0.813763608087092,3,1,2,15.1196172248804,51.5311004784689,0.773151471643934,2090,2185,2562,2186,27,0.853239656518345,15,4,11,586,0.730078304928604,1585,26.9921695071396,73.0078304928604,2171,"miejska","Poland",54.4305312,18.4683944
"182","226101.182","m. Gdańsk","226101","Wodnika 57, 80-299 Gdańsk, Polska",260,1160,2352,2801,2351,74,0.839343091752945,5,4,1,11.0826939471441,49.4458653026428,0.816901408450704,2346,2387,2796,2387,82,0.853719599427754,25,13,12,575,0.756562235393734,1787,24.3437764606266,75.6562235393734,2362,"miejska","Poland",54.4212304,18.4798383
"183","226101.183","m. Gdańsk","226101","Wodnika 57, 80-299 Gdańsk, Polska",259,1087,2249,2731,2249,31,0.823507872574149,5,1,4,11.541889483066,48.4402852049911,0.807578008915305,2244,2337,2728,2337,38,0.856671554252199,17,9,8,574,0.752586206896552,1746,24.7413793103448,75.2586206896552,2320,"miejska","Poland",54.4212304,18.4798383
"184","226101.184","m. Gdańsk","226101","Srebrna 11, 80-180 Gdańsk, Polska",275,705,1953,2619,1953,73,0.745704467353952,7,1,6,14.1315519013361,36.2281603288798,0.719387755102041,1946,2068,2661,2067,94,0.776775648252537,26,14,12,695,0.659480646741793,1346,34.0519353258207,65.9480646741793,2041,"miejska","Poland",54.3136665,18.60234
"185","226101.185","m. Gdańsk","226101","Człuchowska 6, 80-180 Gdańsk, Polska",200,735,1906,2423,1909,20,0.787866281469253,2,2,0,10.487676979549,38.5422128998427,0.786096256684492,1907,2090,2531,2093,51,0.826945871197155,17,8,9,531,0.744219653179191,1545,25.5780346820809,74.4219653179191,2076,"miejska","Poland",54.324927,18.5831406
"186","226101.186","m. Gdańsk","226101","Lawendowe Wzgórze 5, 80-175 Gdańsk, Polska",188,680,1855,2426,1856,19,0.765045342126958,5,1,4,10.1566720691518,36.7368989735278,0.783410138248848,1851,1999,2497,2001,37,0.801361633960753,24,7,17,541,0.72635306019221,1436,27.364693980779,72.635306019221,1977,"miejska","Poland",54.3267447,18.5677095
"187","226101.187","m. Gdańsk","226101","Wielkopolska 20, 80-180 Gdańsk, Polska",172,606,1330,1678,1330,29,0.792610250297974,4,1,3,12.9713423831071,45.7013574660633,0.778920308483291,1326,1391,1678,1391,28,0.82896305125149,20,14,6,368,0.731582786287381,1003,26.8417213712619,73.1582786287381,1371,"miejska","Poland",54.3164178,18.5891806
"188","226101.188","m. Gdańsk","226101","Kurkowa 12, 80-803 Gdańsk, Polska",32,496,663,801,663,0,0.827715355805243,18,17,1,4.96124031007752,76.8992248062015,0.939393939393939,645,678,803,678,0,0.844333748443338,16,1,15,70,0.894259818731118,592,10.5740181268882,89.4259818731118,662,"miejska","Poland",54.3528763,18.639785
"189","226101.189","m. Gdańsk","226101","Nowe Ogrody 1-6, 80-803 Gdańsk, Polska",19,48,95,234,95,0,0.405982905982906,1,0,1,20.2127659574468,51.063829787234,0.716417910447761,94,85,224,85,0,0.379464285714286,2,1,1,24,0.710843373493976,59,28.9156626506024,71.0843373493976,83,"miejska","Poland",54.350843,18.6390991
"190","226101.190","m. Gdańsk","226101","Kartuska 4/6, 80-104 Gdańsk, Polska",10,11,25,42,25,7,0.595238095238095,0,0,0,40,44,0.523809523809524,25,18,35,18,5,0.514285714285714,0,0,0,5,0.722222222222222,13,27.7777777777778,72.2222222222222,18,"miejska","Poland",54.3508795,18.6360622
"191","226101.191","m. Gdańsk","226101","Powstańców Warszawskich 1/2, 80-152 Gdańsk, Polska",12,14,33,87,33,5,0.379310344827586,1,1,0,37.5,43.75,0.538461538461538,32,31,92,31,6,0.33695652173913,1,1,0,16,0.466666666666667,14,53.3333333333333,46.6666666666667,30,"miejska","Poland",54.3519734,18.6359821
"192","226101.192","m. Gdańsk","226101","Mariana Smoluchowskiego 17, 80-214 Gdańsk, Polska",75,160,354,987,354,19,0.358662613981763,0,0,0,21.1864406779661,45.1977401129944,0.680851063829787,354,448,1016,448,33,0.440944881889764,5,4,1,143,0.677200902934537,300,32.2799097065463,67.7200902934537,443,"miejska","Poland",54.3653858,18.6199221
"193","226101.193","m. Gdańsk","226101","Hoża 4, 80-628 Gdańsk, Polska",8,3,22,43,22,0,0.511627906976744,2,1,1,40,15,0.272727272727273,20,19,43,19,0,0.441860465116279,0,0,0,13,0.315789473684211,6,68.4210526315789,31.5789473684211,19,"miejska","Poland",54.359501,18.7119765
"194","226101.194","m. Gdańsk","226101","Srebrniki 17, 80-282 Gdańsk, Polska",15,49,108,293,108,3,0.368600682593857,1,0,1,14.018691588785,45.7943925233645,0.765625,107,146,327,146,5,0.446483180428135,6,0,6,55,0.607142857142857,85,39.2857142857143,60.7142857142857,140,"miejska","Poland",54.3756646,18.5755815
"195","226101.195","m. Gdańsk","226101","Aleja Zwycięstwa 30, 80-219 Gdańsk, Polska",6,25,35,84,35,1,0.416666666666667,1,0,1,17.6470588235294,73.5294117647059,0.806451612903226,34,42,92,42,9,0.456521739130435,0,0,0,16,0.619047619047619,26,38.0952380952381,61.9047619047619,42,"miejska","Poland",54.3703847,18.6235874
"196","226101.196","m. Gdańsk","226101","Aleja Jana Pawła II 50, 80-462 Gdańsk, Polska",22,80,143,420,142,17,0.338095238095238,0,0,0,15.4929577464789,56.3380281690141,0.784313725490196,142,206,461,206,18,0.446854663774403,1,0,1,57,0.721951219512195,148,27.8048780487805,72.1951219512195,205,"miejska","Poland",54.4031003,18.6123226
"197","226101.197","m. Gdańsk","226101","Franciszka Hynka 12, 80-465 Gdańsk, Polska",24,18,50,61,50,0,0.819672131147541,0,0,0,48,36,0.428571428571429,50,49,64,49,0,0.765625,1,0,1,31,0.354166666666667,17,64.5833333333333,35.4166666666667,48,"miejska","Poland",54.3880738,18.6000995
"198","226101.198","m. Gdańsk","226101","Fromborska 24, 80-389 Gdańsk, Polska",22,14,52,112,52,0,0.464285714285714,4,1,3,45.8333333333333,29.1666666666667,0.388888888888889,48,53,112,53,0,0.473214285714286,0,0,0,30,0.433962264150943,23,56.6037735849057,43.3962264150943,53,"miejska","Poland",54.4054127,18.5813146
"199","226101.199","m. Gdańsk","226101","Polanki 121, 80-308 Gdańsk, Polska",17,16,54,87,54,3,0.620689655172414,1,0,1,32.0754716981132,30.188679245283,0.484848484848485,53,59,87,59,2,0.67816091954023,5,4,1,24,0.555555555555556,30,44.4444444444444,55.5555555555556,54,"miejska","Poland",54.3970751,18.5640159
"200","226101.200","m. Gdańsk","226101","Przemyska 17, 80-180 Gdańsk, Polska",11,28,51,111,51,0,0.459459459459459,0,0,0,21.5686274509804,54.9019607843137,0.717948717948718,51,47,105,47,0,0.447619047619048,0,0,0,12,0.74468085106383,35,25.531914893617,74.468085106383,47,"miejska","Poland",54.3270998,18.5915561
"201","226101.201","m. Gdańsk","226101","Polanki 117, 80-308 Gdańsk, Polska",9,12,35,127,35,2,0.275590551181102,0,0,0,25.7142857142857,34.2857142857143,0.571428571428571,35,66,135,66,7,0.488888888888889,0,0,0,15,0.772727272727273,51,22.7272727272727,77.2727272727273,66,"miejska","Poland",54.3938373,18.5671484
"202","226101.202","m. Gdańsk","226101","Siennicka 23, 80-758 Gdańsk, Polska",19,242,328,391,328,0,0.838874680306905,6,1,5,5.90062111801242,75.1552795031056,0.9272030651341,322,351,390,351,0,0.9,4,2,2,40,0.884726224783862,307,11.5273775216138,88.4726224783862,347,"miejska","Poland",54.361104,18.6837774
"203","226101.203","m. Gdańsk","226101","Dębowa 7, 80-204 Gdańsk, Polska",14,78,289,303,289,16,0.953795379537954,0,0,0,4.84429065743945,26.9896193771626,0.847826086956522,289,234,253,234,7,0.924901185770751,1,0,1,48,0.793991416309013,185,20.6008583690987,79.3991416309013,233,"miejska","Poland",54.3609995,18.6293852
"204","226101.204","m. Gdańsk","226101","Do Studzienki 32, 80-227 Gdańsk, Polska",2,14,119,123,119,6,0.967479674796748,0,0,0,1.68067226890756,11.7647058823529,0.875,119,82,86,82,7,0.953488372093023,2,2,0,16,0.8,64,20,80,80,"miejska","Poland",54.3696791,18.6108418
"205","226101.205","m. Gdańsk","226101","Stanisława Wyspiańskiego 5A, 80-432 Gdańsk, Polska",9,38,220,234,220,14,0.94017094017094,1,1,0,4.10958904109589,17.351598173516,0.808510638297872,219,216,225,216,0,0.96,4,2,2,72,0.660377358490566,140,33.9622641509434,66.0377358490566,212,"miejska","Poland",54.3778675,18.619367
