id;teryt;nrk;K15;KBLN;KE;LR;PFP;PLE;PiS;WRB;
467605;126301;18;3.53;5.50;43.20;0.62;0.42;0.52;40.81;5.40;
467606;126301;19;3.88;4.81;37.98;0.78;0.16;0.47;46.82;5.12;
467589;126301;2;2.00;6.91;38.36;0.91;0.73;0.36;42.73;8.00;
467607;126301;20;2.26;6.47;40.00;0.15;0.30;0.00;46.92;3.91;
467608;126301;21;3.75;10.07;35.49;0.51;1.71;0.17;41.30;7.00;
467609;126301;22;5.22;6.60;38.66;0.21;1.28;0.21;41.53;6.28;
467610;126301;23;4.15;4.92;43.52;0.78;0.78;0.26;40.93;4.66;
467611;126301;24;3.04;6.08;36.71;1.27;0.51;0.25;45.32;6.84;
467612;126301;25;2.96;4.65;38.05;1.48;0.42;0.42;46.93;5.07;
467613;126301;26;2.37;5.06;34.18;1.27;0.16;0.47;51.74;4.75;
467614;126301;27;1.40;5.39;33.73;0.60;0.40;1.00;53.09;4.39;
467615;126301;28;2.45;4.01;37.42;0.45;0.00;0.00;50.78;4.90;
467616;126301;29;4.35;5.85;42.31;0.68;0.82;0.27;37.96;7.76;
467590;126301;3;1.45;6.38;41.45;0.87;0.87;0.29;41.45;7.25;
467617;126301;30;2.95;4.72;32.61;0.79;0.59;0.00;55.80;2.55;
467618;126301;31;7.29;3.88;35.66;1.09;1.24;0.78;46.20;3.88;
467619;126301;32;2.16;4.08;44.60;0.96;0.72;0.72;40.77;6.00;
467620;126301;33;5.09;7.56;40.12;1.54;1.08;0.46;39.35;4.78;
467621;126301;34;3.04;4.82;34.64;1.25;0.54;0.36;49.82;5.54;
467622;126301;35;3.41;5.62;36.12;0.77;1.21;0.33;47.36;5.18;
467623;126301;36;3.18;4.17;40.76;1.19;0.80;0.40;45.33;4.17;
467624;126301;37;2.03;2.71;42.89;1.58;0.45;0.45;43.79;6.09;
467625;126301;38;3.19;5.12;36.06;0.57;1.02;0.11;48.58;5.35;
467626;126301;39;2.05;3.83;35.38;0.55;0.41;0.96;51.78;5.05;
467591;126301;4;2.60;7.43;40.15;0.37;0.37;0.74;46.10;2.23;
467627;126301;40;3.23;5.54;35.23;1.08;0.31;0.77;50.00;3.85;
467628;126301;41;2.38;5.85;38.21;0.73;1.28;0.37;46.44;4.75;
467629;126301;42;3.11;6.22;41.63;1.20;0.48;0.48;44.02;2.87;
467630;126301;43;4.78;4.62;39.01;1.43;0.96;0.80;43.31;5.10;
467631;126301;44;4.08;6.58;32.13;0.78;0.31;0.31;50.78;5.02;
467632;126301;45;2.70;3.99;36.14;0.32;0.97;0.54;51.02;4.31;
467633;126301;46;3.01;3.41;43.51;1.18;0.52;0.92;43.12;4.33;
467634;126301;47;3.53;4.81;36.22;0.32;1.76;0.48;46.96;5.93;
467635;126301;48;5.33;5.67;37.33;1.33;1.67;0.00;46.00;2.67;
467636;126301;49;4.25;3.99;43.43;0.77;0.77;0.00;42.14;4.64;
467592;126301;5;3.14;4.80;37.82;0.74;0.92;0.37;48.71;3.51;
467637;126301;50;2.97;5.02;41.82;0.56;1.12;0.00;44.05;4.46;
467638;126301;51;2.51;4.26;29.98;0.97;0.19;0.19;57.25;4.64;
467639;126301;52;3.13;5.16;43.07;1.11;0.81;0.00;42.26;4.45;
467640;126301;53;3.14;6.28;34.55;0.33;0.91;0.17;48.60;6.03;
467641;126301;54;3.29;4.98;45.35;0.84;0.68;0.25;39.36;5.24;
467642;126301;55;4.15;4.02;44.10;0.26;1.04;0.26;41.37;4.80;
467643;126301;56;1.34;5.55;44.54;0.50;0.50;0.34;42.35;4.87;
467644;126301;57;3.50;5.50;39.50;0.50;0.50;0.17;45.33;5.00;
467645;126301;58;3.73;5.66;36.70;0.48;1.08;0.84;47.53;3.97;
467646;126301;59;2.45;5.68;22.05;0.78;0.45;0.00;65.81;2.78;
467593;126301;6;0.89;5.34;33.83;0.59;0.30;0.00;54.60;4.45;
467647;126301;60;4.93;4.81;26.02;1.23;0.86;0.37;56.35;5.43;
467648;126301;61;4.03;5.74;33.70;1.34;1.22;0.37;48.84;4.76;
467649;126301;62;3.82;6.11;30.08;1.07;1.22;0.15;53.59;3.97;
467650;126301;63;4.83;6.07;39.10;0.31;1.56;0.00;40.50;7.63;
467651;126301;64;4.19;6.22;32.49;0.63;0.13;0.51;50.38;5.46;
467652;126301;65;4.00;6.22;35.26;1.33;1.63;0.15;44.00;7.41;
467653;126301;66;3.69;4.85;29.87;1.16;0.68;0.00;54.41;5.33;
485804;126301;67;1.79;5.36;24.11;0.00;0.00;0.00;67.86;0.89;
485805;126301;68;1.68;4.20;19.33;3.36;1.68;0.00;66.39;3.36;
485806;126301;69;2.33;4.65;27.91;2.33;2.33;2.33;53.49;4.65;
467594;126301;7;1.65;7.86;39.85;1.28;0.55;0.55;44.42;3.84;
485807;126301;70;5.45;14.55;10.91;0.00;5.45;3.64;58.18;1.82;
485808;126301;71;12.50;0.00;12.50;0.00;0.00;0.00;75.00;0.00;
485809;126301;72;16.28;5.43;51.16;1.55;2.33;1.55;16.28;5.43;
485810;126301;73;14.94;7.05;48.13;0.41;1.66;2.90;18.67;6.22;
467595;126301;8;1.29;4.70;35.84;0.82;1.65;0.24;50.76;4.70;
467596;126301;9;2.83;7.87;40.22;1.11;0.74;0.49;42.31;4.43;
467654;140101;1;1.69;2.60;41.93;0.91;0.65;0.00;49.22;2.99;
467655;140101;2;2.10;4.56;37.03;0.47;0.23;0.00;52.80;2.80;
467656;140101;3;2.23;4.28;30.14;0.17;0.34;0.00;60.62;2.23;
467657;140101;4;2.68;3.23;37.24;0.56;0.89;0.00;53.18;2.23;
467658;140101;5;2.47;1.70;25.50;0.62;0.15;0.00;67.39;2.16;
485811;140101;6;6.85;4.11;76.71;2.74;1.37;0.00;5.48;2.74;
467659;140102;1;3.17;4.82;27.85;0.35;0.59;0.00;61.46;1.76;
467660;140102;2;4.90;4.03;17.00;0.00;0.29;0.00;72.62;1.15;
467661;140102;3;1.43;3.93;20.00;0.00;0.36;0.00;73.57;0.71;
467662;140102;4;2.42;2.42;12.99;0.00;0.30;0.00;79.46;2.42;
467663;140103;1;2.03;2.71;14.77;0.14;0.27;0.00;79.40;0.68;
467664;140103;2;4.47;1.12;13.42;0.48;0.48;0.00;78.59;1.44;
467665;140104;1;2.72;3.10;10.87;0.91;0.00;0.00;79.69;2.72;
467666;140104;2;2.23;3.06;7.52;0.28;0.28;0.00;85.52;1.11;
467667;140104;3;1.78;2.67;8.44;0.89;0.00;0.00;85.78;0.44;
467668;140105;1;8.54;4.02;10.55;0.00;0.50;0.00;75.88;0.50;
467669;140105;2;2.35;3.53;13.73;1.18;0.78;0.00;76.86;1.57;
467670;140105;3;3.70;3.37;6.40;0.34;0.34;0.00;81.14;4.71;
467671;140105;4;2.29;1.38;6.42;0.46;1.38;0.00;86.70;1.38;
467672;140105;5;4.79;3.59;16.77;1.20;1.20;0.00;67.66;4.79;
467673;140105;6;3.01;4.64;14.48;0.27;0.00;0.00;74.04;3.55;
467674;140106;1;2.51;5.02;17.43;0.47;0.31;0.00;72.37;1.88;
467675;140106;2;3.09;1.23;8.02;0.00;0.00;0.00;87.04;0.62;
467676;140106;3;4.17;2.08;10.42;0.00;0.00;0.00;82.08;1.25;
467677;140201;1;3.01;5.34;40.00;0.68;0.96;0.00;43.56;6.44;
467686;140201;10;3.42;5.19;33.54;0.51;1.01;0.00;52.15;4.18;
467687;140201;11;2.55;3.83;35.32;1.28;0.28;0.00;50.21;6.52;
467688;140201;12;2.08;3.88;42.44;0.69;1.39;0.00;44.94;4.58;
467689;140201;13;2.94;3.14;43.29;0.42;1.26;0.00;43.40;5.56;
467690;140201;14;2.56;3.61;41.91;1.16;1.05;0.00;45.40;4.31;
467691;140201;15;2.96;4.10;37.63;0.91;1.25;0.00;49.26;3.88;
467692;140201;16;3.51;3.51;39.79;1.07;1.22;0.00;44.97;5.95;
467693;140201;17;2.88;5.00;38.27;0.96;0.77;0.00;48.08;4.04;
467694;140201;18;2.69;3.59;41.26;0.60;0.75;0.00;46.79;4.33;
467695;140201;19;3.31;4.07;34.48;0.89;1.02;0.00;52.42;3.82;
467678;140201;2;4.12;4.46;33.10;1.37;1.20;0.00;50.77;4.97;
467696;140201;20;3.50;3.97;33.29;0.93;0.23;0.00;53.39;4.67;
467697;140201;21;2.08;4.01;39.08;0.89;1.34;0.00;47.25;5.35;
485812;140201;22;2.04;4.08;34.69;0.00;0.00;0.00;53.06;6.12;
485813;140201;23;1.09;2.17;61.96;0.00;1.09;0.00;33.70;0.00;
467679;140201;3;3.59;4.19;37.28;0.60;1.50;0.00;49.40;3.44;
467680;140201;4;2.40;4.14;42.09;0.55;0.76;0.00;46.24;3.82;
467681;140201;5;2.59;3.21;40.23;0.31;0.62;0.00;47.98;5.07;
467682;140201;6;0.57;2.65;38.00;1.70;1.13;0.00;50.47;5.48;
467683;140201;7;2.30;2.50;33.21;1.73;0.38;0.00;55.09;4.80;
467684;140201;8;0.55;2.59;32.53;1.11;1.66;0.00;54.53;7.02;
467685;140201;9;2.93;5.47;34.35;0.89;0.76;0.00;52.16;3.44;
467698;140202;1;2.92;4.16;36.18;0.67;1.12;0.00;51.91;3.03;
467699;140202;2;2.24;0.75;19.78;0.37;0.37;0.00;72.76;3.73;
467700;140202;3;3.15;2.49;33.00;0.50;0.00;0.00;56.55;4.31;
467701;140202;4;3.26;4.89;23.78;0.33;0.98;0.00;63.19;3.58;
467702;140203;1;3.21;2.40;21.04;1.00;0.40;0.00;67.54;4.41;
467703;140203;2;3.61;4.82;34.74;0.60;1.41;0.00;52.41;2.41;
467704;140203;3;3.54;4.13;28.29;1.18;0.79;0.00;60.31;1.77;
467705;140203;4;0.49;1.95;23.41;1.95;0.98;0.00;69.76;1.46;
467706;140203;5;1.83;2.61;20.10;0.52;0.26;0.00;69.97;4.70;
467707;140204;1;5.39;4.31;15.90;0.54;1.35;0.00;69.54;2.96;
467708;140204;2;2.32;4.64;16.56;0.99;0.66;0.00;73.51;1.32;
467709;140204;3;1.74;1.49;8.46;0.25;0.50;0.00;85.57;1.99;
467710;140205;1;2.31;2.31;31.88;0.00;0.51;0.00;59.13;3.86;
467711;140205;2;2.95;2.95;8.85;0.00;0.49;0.00;84.52;0.25;
467712;140205;3;2.17;1.63;15.72;0.54;0.54;0.00;77.24;2.17;
467713;140206;1;3.58;4.92;18.34;1.34;1.12;0.00;66.89;3.80;
467714;140206;2;3.50;3.21;15.74;0.00;0.58;0.00;74.34;2.62;
467715;140206;3;3.15;3.39;13.56;0.24;0.73;0.00;76.76;2.18;
467716;140207;1;3.07;5.37;23.02;0.51;0.51;0.00;63.68;3.84;
467717;140207;2;3.15;5.59;15.03;1.05;0.00;0.00;74.13;1.05;
467718;140207;3;3.32;5.69;11.37;0.47;1.42;0.00;76.30;1.42;
467719;140207;4;4.26;2.33;17.44;0.00;0.00;0.00;70.54;5.43;
467720;140207;5;2.65;7.37;34.51;0.59;0.29;0.00;51.03;3.54;
467721;140207;6;1.62;4.86;20.54;0.00;0.00;0.00;71.35;1.62;
467722;140208;1;1.92;3.02;23.59;0.55;0.27;0.00;68.45;2.19;
467723;140208;2;0.81;3.23;17.74;0.40;0.00;0.00;75.40;2.42;
467724;140208;3;4.42;4.97;24.86;1.10;0.00;0.00;61.88;2.76;
467725;140208;4;0.00;4.23;8.76;1.21;0.00;0.00;82.78;3.02;
467726;140209;1;2.86;6.63;24.46;0.80;0.34;0.00;61.49;3.43;
467727;140209;2;0.82;0.82;16.39;0.41;0.41;0.00;79.51;1.64;
467728;140209;3;2.01;2.87;10.92;1.15;0.57;0.00;81.90;0.57;
467729;140209;4;1.97;7.16;22.33;0.42;0.14;0.00;64.04;3.93;
467730;140209;5;1.65;7.44;20.66;1.65;2.48;0.00;60.33;5.79;
485814;140209;6;0.00;20.69;41.38;0.00;3.45;0.00;27.59;6.90;
467731;140301;1;3.30;4.62;36.04;0.66;0.44;0.00;51.43;3.52;
467740;140301;10;3.76;6.14;32.08;0.79;1.19;0.00;52.87;3.17;
467741;140301;11;4.69;5.62;28.75;0.00;1.25;0.00;56.56;3.12;
467742;140301;12;3.16;2.11;33.54;0.21;0.84;0.00;55.49;4.64;
467743;140301;13;4.25;4.00;29.00;0.25;1.75;0.00;58.00;2.75;
467744;140301;14;5.38;3.93;30.85;0.41;0.62;0.00;53.62;5.18;
467745;140301;15;6.25;5.60;38.79;0.65;1.08;0.00;43.10;4.53;
485815;140301;16;6.67;0.00;33.33;0.00;0.00;0.00;60.00;0.00;
467732;140301;2;4.20;6.01;29.13;0.60;1.20;0.00;55.86;3.00;
467733;140301;3;6.40;5.18;27.44;1.22;0.91;0.00;53.05;5.79;
467734;140301;4;4.37;6.17;30.33;0.26;1.03;0.00;50.39;7.46;
467735;140301;5;4.17;4.53;30.62;0.36;1.09;0.00;56.16;3.08;
467736;140301;6;7.95;7.74;30.54;1.05;0.63;0.00;47.70;4.39;
467737;140301;7;5.84;4.91;30.14;0.70;0.93;0.00;54.91;2.57;
467738;140301;8;7.55;8.21;30.05;0.66;0.33;0.00;49.10;4.11;
467739;140301;9;4.85;4.08;28.16;1.55;0.39;0.00;54.17;6.80;
467746;140302;1;4.85;4.04;25.34;0.54;0.27;0.00;62.80;2.16;
467747;140302;2;4.23;3.02;19.72;0.20;0.40;0.00;70.02;2.41;
467748;140302;3;4.93;4.28;22.91;0.21;1.50;0.00;60.81;5.35;
467749;140302;4;5.79;3.27;15.87;0.76;1.01;0.00;70.28;3.02;
467750;140303;1;3.34;2.79;8.08;0.00;0.84;0.00;82.73;2.23;
467751;140303;2;5.97;1.87;14.18;0.37;0.75;0.00;75.75;1.12;
467752;140303;3;4.97;3.39;12.42;0.23;0.90;0.00;75.17;2.93;
467753;140303;4;3.51;4.79;8.31;0.32;1.60;0.00;79.23;2.24;
467754;140303;5;4.12;3.91;13.37;0.21;0.82;0.00;75.51;2.06;
467755;140304;1;5.76;5.42;14.92;0.00;0.68;0.00;71.86;1.36;
467764;140304;10;5.24;4.22;20.27;0.34;1.86;0.00;64.02;4.05;
467765;140304;11;4.91;3.62;28.68;1.29;0.52;0.00;55.81;5.17;
467766;140304;12;3.17;6.78;26.12;0.29;1.59;0.00;59.02;3.03;
467756;140304;2;2.65;4.92;14.39;0.76;3.41;0.00;70.45;3.41;
467757;140304;3;3.23;5.38;17.20;0.00;1.08;0.00;70.25;2.87;
467758;140304;4;4.02;5.46;18.97;0.57;0.86;0.00;68.39;1.72;
467759;140304;5;7.07;5.79;17.36;0.64;0.32;0.00;66.88;1.93;
467760;140304;6;3.87;3.64;21.87;1.59;0.68;0.00;63.78;4.56;
467761;140304;7;5.83;3.14;13.45;0.00;0.90;0.00;73.54;3.14;
467762;140304;8;4.28;4.45;22.09;0.86;0.86;0.00;63.87;3.60;
467763;140304;9;3.39;1.69;7.34;0.00;0.56;0.00;84.75;2.26;
467767;140305;1;4.21;2.48;8.91;0.99;0.50;0.00;81.68;1.24;
467768;140305;2;4.67;2.67;10.33;0.00;0.00;0.00;79.33;3.00;
467769;140305;3;2.92;1.62;3.90;0.00;0.00;0.00;91.56;0.00;
467770;140305;4;1.01;3.02;15.08;0.50;0.00;0.00;80.40;0.00;
467771;140305;5;4.28;2.94;10.96;0.27;0.27;0.00;80.48;0.80;
467772;140305;6;1.78;5.57;8.91;1.11;0.22;0.00;80.85;1.56;
467773;140305;7;3.25;3.66;12.20;0.81;0.00;0.00;78.05;2.03;
485816;140305;8;0.00;0.00;14.29;0.00;28.57;0.00;57.14;0.00;
467774;140306;1;4.39;3.97;14.64;0.84;0.42;0.00;72.80;2.93;
467775;140306;2;4.40;2.75;13.19;0.55;0.00;0.00;78.02;1.10;
467776;140306;3;2.86;2.86;18.37;0.82;0.54;0.00;72.11;2.45;
467777;140306;4;1.63;5.43;12.50;0.00;0.54;0.00;77.17;2.72;
467778;140306;5;2.59;2.59;7.33;0.86;1.72;0.00;83.62;1.29;
467779;140307;1;4.77;2.94;21.10;0.92;0.18;0.00;66.24;3.85;
467780;140307;2;2.45;3.59;13.05;0.65;0.33;0.00;78.63;1.31;
467781;140307;3;3.76;2.26;3.01;1.50;0.00;0.00;87.97;1.50;
467782;140307;4;6.02;2.41;11.45;0.00;0.60;0.00;78.31;1.20;
467783;140307;5;0.00;4.50;8.11;0.00;0.90;0.00;83.78;2.70;
467784;140307;6;4.16;4.54;9.26;0.57;0.19;0.00;79.58;1.70;
467785;140307;7;1.47;1.96;10.29;0.49;0.49;0.00;84.80;0.49;
467786;140307;8;2.74;2.05;12.33;0.00;0.00;0.00;82.88;0.00;
467787;140308;1;3.33;6.44;14.89;1.33;0.44;0.00;70.67;2.89;
467788;140308;2;3.21;1.38;4.59;0.00;0.46;0.00;89.45;0.92;
467789;140308;3;6.90;5.17;16.38;0.00;0.00;0.00;71.12;0.43;
467790;140308;4;3.59;1.79;8.52;0.00;1.79;0.00;82.96;1.35;
467791;140308;5;3.60;3.24;15.83;0.00;0.00;0.00;75.90;1.44;
467792;140308;6;2.03;6.42;19.59;0.34;0.00;0.00;69.93;1.69;
467793;140309;1;3.81;5.45;16.35;0.54;0.54;0.00;69.21;4.09;
467794;140309;2;3.89;3.28;8.20;0.00;1.02;0.00;82.58;1.02;
467795;140309;3;1.09;6.56;2.73;0.55;0.00;0.00;88.52;0.55;
467796;140309;4;4.96;2.07;9.09;0.41;0.41;0.00;80.99;2.07;
467797;140310;1;2.17;3.15;7.68;0.39;0.79;0.00;81.69;4.13;
467806;140310;10;8.00;0.80;17.20;0.40;0.40;0.00;69.60;3.60;
467798;140310;2;4.67;4.33;8.33;1.33;0.67;0.00;78.67;2.00;
467799;140310;3;7.14;3.69;21.18;0.99;0.25;0.00;62.81;3.94;
467800;140310;4;5.41;5.79;18.92;1.93;0.77;0.00;62.93;4.25;
467801;140310;5;8.05;2.87;8.05;0.57;1.15;0.00;77.59;1.72;
467802;140310;6;4.39;2.36;13.85;0.00;0.68;0.00;76.69;2.03;
467803;140310;7;4.87;6.26;21.22;0.17;1.57;0.00;60.35;5.57;
467804;140310;8;6.29;7.10;16.43;0.61;1.01;0.00;64.71;3.85;
467805;140310;9;6.75;5.02;21.11;0.69;0.69;0.00;63.32;2.42;
467807;140311;1;4.65;2.69;6.00;0.00;0.12;0.00;85.68;0.86;
467808;140311;2;2.66;3.99;5.05;0.53;0.27;0.00;86.44;1.06;
467809;140311;3;4.37;4.37;17.35;0.90;0.45;0.00;69.83;2.71;
467810;140311;4;2.36;3.82;22.55;0.91;0.18;0.00;67.09;3.09;
467811;140311;5;3.86;5.80;5.80;0.48;0.48;0.00;83.57;0.00;
467812;140311;6;1.62;3.24;9.73;0.54;0.00;0.00;82.70;2.16;
467813;140312;1;4.71;4.19;10.73;1.31;1.05;0.00;74.35;3.66;
467814;140312;2;1.48;1.85;17.34;0.00;0.37;0.00;77.86;1.11;
467815;140312;3;3.15;1.77;15.94;0.00;0.39;0.00;77.95;0.79;
467816;140312;4;4.72;5.19;7.55;0.47;0.94;0.00;80.19;0.94;
467817;140312;5;3.31;2.21;3.68;0.00;0.37;0.00;89.71;0.74;
467818;140312;6;1.99;4.16;7.96;0.36;0.00;0.00;84.63;0.90;
467819;140312;7;2.65;3.47;8.78;0.00;0.82;0.00;83.27;1.02;
467820;140313;1;4.45;4.25;30.77;2.02;0.20;0.00;52.43;5.87;
467821;140313;2;4.03;3.78;21.91;1.51;1.01;0.00;63.98;3.78;
467822;140313;3;6.25;3.62;29.93;0.00;0.33;0.00;57.89;1.97;
467823;140313;4;2.09;1.05;7.33;0.52;0.52;0.00;85.86;2.62;
467824;140313;5;2.28;3.64;20.27;0.00;0.91;0.00;68.34;4.56;
467825;140314;1;4.06;3.48;21.16;0.72;0.87;0.00;66.52;3.19;
467826;140314;2;4.57;4.20;16.05;0.37;0.37;0.00;71.73;2.72;
467827;140314;3;2.95;3.14;7.47;0.20;0.79;0.00;83.50;1.96;
467828;140314;4;0.96;4.81;7.05;0.64;0.32;0.00;85.90;0.32;
467829;140314;5;2.24;4.26;5.61;0.22;0.67;0.00;85.20;1.79;
467830;140314;6;2.22;1.78;15.11;0.44;0.44;0.00;78.22;1.78;
467831;140401;1;3.73;4.23;39.80;0.00;0.50;0.00;45.02;6.72;
467840;140401;10;1.47;3.30;41.47;0.92;0.55;0.00;48.26;4.04;
467841;140401;11;3.89;2.52;26.32;0.92;0.23;0.00;60.87;5.26;
467842;140401;12;2.86;3.54;42.92;0.41;0.41;0.00;43.73;6.13;
467843;140401;13;3.56;6.81;32.51;0.93;0.93;0.00;50.15;5.11;
485818;140401;14;1.72;3.45;18.97;1.72;1.72;0.00;68.97;3.45;
485819;140401;15;2.78;11.11;8.33;2.78;5.56;0.00;63.89;5.56;
512652;140401;16;4.76;19.05;14.29;0.00;4.76;0.00;38.10;19.05;
467832;140401;2;1.60;3.39;36.90;0.71;0.89;0.00;51.87;4.63;
467833;140401;3;2.60;3.31;40.19;0.71;0.71;0.00;46.57;5.91;
467834;140401;4;5.05;5.47;34.74;0.84;1.05;0.00;46.95;5.89;
467835;140401;5;2.10;2.80;39.49;0.93;0.23;0.00;48.36;6.07;
467836;140401;6;2.89;2.50;42.39;0.58;0.96;0.00;43.93;6.74;
467837;140401;7;5.24;3.50;36.36;1.05;0.70;0.00;47.20;5.94;
467839;140401;9;3.26;4.45;32.64;0.30;0.30;0.00;55.19;3.86;
467844;140402;1;5.18;2.13;35.37;0.30;0.30;0.00;52.44;4.27;
467853;140402;10;4.30;3.52;21.88;0.00;0.39;0.00;66.80;3.12;
467854;140402;11;1.16;2.03;26.74;0.87;1.74;0.00;61.63;5.81;
485820;140402;12;0.00;6.38;28.72;4.26;2.13;0.00;58.51;0.00;
485821;140402;13;11.54;19.23;15.38;0.00;7.69;0.00;42.31;3.85;
467845;140402;2;1.75;2.92;18.13;0.00;0.58;0.00;71.93;4.68;
467846;140402;3;2.97;2.29;24.03;0.46;1.14;0.00;65.22;3.89;
467847;140402;4;2.44;1.95;17.56;1.95;0.00;0.00;74.15;1.95;
467848;140402;5;4.78;4.78;29.16;0.82;0.99;0.00;55.02;4.45;
467849;140402;6;2.22;1.94;20.22;0.28;0.28;0.00;70.08;4.99;
467850;140402;7;2.27;2.27;19.09;0.91;0.45;0.00;72.27;2.73;
467851;140402;8;2.26;4.52;19.00;0.90;1.81;0.00;67.42;4.07;
467852;140402;9;4.42;2.21;32.30;1.33;0.00;0.00;54.42;5.31;
467855;140403;1;2.40;6.16;18.49;0.34;1.71;0.00;69.18;1.71;
467856;140403;2;2.41;2.41;13.10;0.69;0.69;0.00;78.97;1.72;
467857;140403;3;2.40;2.40;22.00;1.60;0.00;0.00;69.60;2.00;
467858;140403;4;0.43;3.00;15.02;0.43;0.00;0.00;78.97;2.15;
485822;140403;5;0.00;0.00;0.00;0.00;0.00;0.00;100.00;0.00;
467859;140404;1;3.23;3.23;10.97;1.29;1.29;0.00;77.42;2.58;
467868;140404;10;3.95;2.63;10.53;0.00;0.00;0.00;82.89;0.00;
485823;140404;11;0.00;4.00;40.00;0.00;0.00;0.00;56.00;0.00;
467860;140404;2;0.00;3.39;16.10;0.00;0.85;0.00;78.81;0.85;
467861;140404;3;0.48;3.85;11.54;0.00;0.96;0.00;81.25;1.92;
467862;140404;4;3.90;1.95;21.43;0.32;0.32;0.00;67.21;4.87;
467863;140404;5;2.37;1.58;26.48;0.00;0.79;0.00;65.22;3.56;
467864;140404;6;4.29;5.24;26.19;1.43;0.95;0.00;53.81;8.10;
467865;140404;7;8.46;2.31;7.69;0.00;0.00;0.00;80.00;1.54;
467866;140404;8;4.94;1.23;13.99;0.00;0.82;0.00;75.72;3.29;
467867;140404;9;1.92;1.92;19.23;0.00;0.00;0.00;75.96;0.96;
467869;140405;1;1.36;2.95;29.55;0.23;0.23;0.00;57.27;8.41;
467870;140405;2;0.75;2.26;17.67;0.75;0.75;0.00;75.56;2.26;
467871;140405;3;3.78;4.28;12.59;0.25;0.00;0.00;77.58;1.51;
467872;140405;4;3.50;2.23;15.61;0.00;0.64;0.00;77.39;0.64;
467873;140501;1;3.59;2.02;52.19;1.23;1.57;0.00;28.28;11.11;
467874;140501;2;2.81;4.03;45.74;1.50;1.22;0.00;35.43;9.28;
467875;140501;3;3.84;6.01;43.78;1.30;2.24;0.00;33.07;9.77;
467876;140501;4;2.31;3.82;47.38;2.11;2.62;0.00;32.80;8.95;
467877;140501;5;3.77;4.90;42.18;1.22;1.04;0.00;40.21;6.69;
467878;140501;6;4.41;5.51;41.02;1.19;1.61;0.00;36.27;10.00;
467879;140501;7;4.78;6.00;39.53;1.32;1.63;0.00;35.77;10.98;
467880;140502;1;3.55;3.64;51.73;2.64;0.91;0.00;26.68;10.84;
467881;140502;2;3.63;2.80;52.19;2.61;2.33;0.00;27.31;9.13;
467882;140503;1;6.41;5.68;24.36;1.28;2.20;0.00;53.85;6.23;
467883;140503;2;5.69;4.63;18.15;1.07;1.07;0.00;62.63;6.76;
467884;140503;3;4.30;6.68;26.97;1.43;0.00;0.00;52.98;7.64;
467885;140503;4;7.05;5.42;21.52;0.54;0.90;0.00;57.69;6.87;
467886;140504;1;4.25;4.25;34.31;0.82;1.80;0.00;45.26;9.31;
467895;140504;10;5.05;4.95;44.62;2.04;2.47;0.00;30.75;10.11;
467896;140504;11;5.71;4.91;46.92;1.03;0.34;0.00;31.96;9.13;
467897;140504;12;5.02;3.55;39.70;1.77;1.08;0.00;36.95;11.92;
467898;140504;13;4.46;6.14;43.86;2.02;1.81;0.00;29.50;12.20;
467899;140504;14;4.35;4.59;42.01;0.95;2.29;0.00;35.68;10.13;
467900;140504;15;5.79;4.85;38.18;1.41;1.56;0.00;40.69;7.51;
467901;140504;16;2.13;4.50;27.49;1.18;1.18;0.00;57.82;5.69;
467902;140504;17;5.39;3.69;44.96;0.85;2.27;0.00;34.04;8.79;
467903;140504;18;4.50;3.81;41.00;1.21;1.21;0.00;37.89;10.38;
467904;140504;19;3.55;3.69;45.90;1.37;0.96;0.00;32.92;11.61;
467887;140504;2;4.94;5.60;37.40;0.82;2.31;0.00;41.02;7.91;
467905;140504;20;4.38;5.40;44.67;1.61;1.61;0.00;32.70;9.64;
467906;140504;21;3.90;6.69;48.61;1.58;1.30;0.00;24.44;13.48;
467907;140504;22;4.36;4.91;28.00;0.91;0.91;0.00;52.73;8.18;
467908;140504;23;4.20;6.10;41.19;0.14;2.30;0.00;35.77;10.30;
485824;140504;24;0.00;0.00;40.91;0.00;0.00;0.00;45.45;13.64;
485825;140504;25;0.00;0.00;0.00;8.33;0.00;0.00;91.67;0.00;
485826;140504;26;0.00;0.00;35.71;21.43;7.14;0.00;35.71;0.00;
467888;140504;3;4.14;5.95;40.91;0.74;1.38;0.00;36.34;10.52;
467889;140504;4;3.32;4.32;37.04;2.33;1.83;0.00;40.70;10.47;
467890;140504;5;4.41;2.74;41.10;1.67;1.37;0.00;41.86;6.85;
467891;140504;6;4.69;4.95;36.25;1.43;1.69;0.00;41.59;9.39;
467892;140504;7;3.56;4.80;43.34;1.39;1.24;0.00;37.62;8.05;
467893;140504;8;5.15;5.47;42.16;1.72;1.72;0.00;32.84;10.95;
467894;140504;9;4.20;3.75;39.84;2.16;1.36;0.00;39.27;9.42;
467909;140505;1;4.48;5.63;29.19;1.28;0.90;0.00;49.30;9.22;
467910;140505;2;2.86;4.49;40.04;1.23;2.15;0.00;40.14;9.09;
467911;140505;3;4.84;3.63;24.60;0.40;0.00;0.00;58.06;8.47;
467912;140505;4;1.76;5.29;30.59;0.00;0.59;0.00;45.29;16.47;
467913;140505;5;4.97;4.97;32.61;0.93;1.66;0.00;48.76;6.11;
467914;140505;6;3.86;3.09;35.98;1.55;1.43;0.00;43.82;10.26;
